n°UAI de l'établissement;Libellé de l'établissement;Région;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études ;Part en emploi 6 mois après la sortie ;Part des autres situations 
0772922H;CFA Weno Formation;ILE-DE-FRANCE;33;nd;nd;nd;33;38;29
0772925L;CFA Silvya Terrade Melun;ILE-DE-FRANCE;39;55;67;-12;39;33;28
0780293V;Organisme de formation-Centre de formation d'apprentis de la Pharmacie, de la Santé, du Sanitaire et du Social;ILE-DE-FRANCE;29;69;69;0;29;49;22
0780424M;Site de formation d'apprentis CMA78 - CFA de Versailles - Yvelines;ILE-DE-FRANCE;11;72;64;8;11;64;25
0780762E;Organisme de formation-Centre de formation d'apprentis - Transport et logistique Aftral - le Tremblay-sur-Mauldre;ILE-DE-FRANCE;25;70;71;-1;25;52;23
0780819S;Organisme de formation-Centre de formation d'apprentis - CFM Batiment et des travaux publics;ILE-DE-FRANCE;40;70;73;-3;40;42;18
0781203J;Organisme de formation-Centre de formation d'apprentis - la Navigation Fluviale;ILE-DE-FRANCE;2;83;74;9;2;81;17
0781663J;Ecole supérieure privée Pigier Performance;ILE-DE-FRANCE;55;61;66;-5;55;27;18
0781779K;CFA des Yvelines;ILE-DE-FRANCE;30;62;65;-3;30;43;27
0781858W;H3 Campus Poissy;ILE-DE-FRANCE;42;67;63;4;42;39;19
0781897N;Site de formation d'apprentis LEA-CFI - Campus d'Aubergenville;ILE-DE-FRANCE;46;69;70;-1;46;37;17
0781981E;Site de formation d'apprentis : UFA SUP de V - St Germain en Laye - CFA CCI Paris Ile-de-France;ILE-DE-FRANCE;54;63;63;0;54;29;17
0781997X;Institut International de l'Image et du Son;ILE-DE-FRANCE;42;87;75;12;42;50;8
0782058N;Site de formation d'apprentis UFA SUP de V - Rambouillet - CFA CCI Paris Ile-de-France;ILE-DE-FRANCE;61;55;67;-12;61;21;18
0782090Y;Site de formation d'apprentis - Institut supérieur international du parfum, de la cosmétique et de l'aromatique alimentaire - La Fabrique - Versailles;ILE-DE-FRANCE;57;nd;nd;nd;57;25;18
0782092A;Organisme de formation-Centre de formation d'apprentis - AFIPE   Vente - Commerce - Poissy;ILE-DE-FRANCE;49;55;60;-5;49;28;23
0782093B;Organisme de formation-Centre de formation d'apprentis Trajectoire - Guyancourt;ILE-DE-FRANCE;48;69;67;1;48;36;16
0782110V;Organisme de formation-Centre de formation d'apprentis - Omnisports - Saint Germain en Laye;ILE-DE-FRANCE;38;62;61;1;38;39;23
0782113Y;CFA CEZ Rambouillet;ILE-DE-FRANCE;46;nd;nd;nd;nd;nd;nd
0782120F;Organisme de formation-Centre de formation d'apprentis - MFR La Grange Colombe - Rambouillet;ILE-DE-FRANCE;68;38;50;-12;68;12;20
0783366K;CFA du CHEPP Tremblay sur mauldre;ILE-DE-FRANCE;13;15;27;-12;13;13;74
0783545E;Ecole Supérieure ENSUP;ILE-DE-FRANCE;58;66;68;-2;58;28;14
0783593G;Organisme de formation-Centre de formation d'apprentis ACADEMIE V3A;ILE-DE-FRANCE;40;65;68;-3;40;39;21
0783596K;ASCENCIA de Saint-Quentin-en-Yvelines;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0783606W;CFA DES METIERS DE L AGRICULTURE;ILE-DE-FRANCE;20;54;57;-3;20;44;36
0783654Y;Organisme de formation-Centre de formation d'apprentis - AFOMAV - Elancourt;ILE-DE-FRANCE;8;12;24;-12;8;11;81
0783676X;3IS Institut International de l'Image et du Son;ILE-DE-FRANCE;52;nd;nd;nd;52;42;6
0783706E;Organisme de formation-Centre de formation d'apprentis Institut National du Cycle et du Motocycle;ILE-DE-FRANCE;31;80;74;6;31;55;14
0783721W;Organisme de formation-Centre de formation d'apprentis STELO FORMATION;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0783746Y;Organisme de formation-Centre de formation d'apprentis - Transport  et Logistique Aftral - Achères;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0783751D;Organisme de formation-Centre de formation d'apprentis ALYDRINE;ILE-DE-FRANCE;20;54;58;-4;20;43;37
0783755H;Organisme de formation-Centre de formation d'apprentis Mcdonald's France Services;ILE-DE-FRANCE;18;80;68;12;18;66;16
0783766V;Organisme de formation-Centre de formation d'apprentis - Socotec Formation;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0783802J;Organisme de formation-Centre de formation d'apprentis - Cogito;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0790670Z;Maison Familiale Rurale du Marais poitevin;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0790924A;Site de formation d'apprentis du Campus des Métiers de Niort;NOUVELLE-AQUITAINE;52;67;69;-2;52;32;16
0790988V;Maison Familiale Rurale de Saint-Loup-Lamairé;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0790989W;Maison Familiale Rurale de Moncoutant;NOUVELLE-AQUITAINE;21;59;58;1;21;47;32
0790991Y;Maison Familiale Rurale de Secondigny;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0790992Z;Maison Familiale Rurale de Boesse;NOUVELLE-AQUITAINE;27;41;52;-11;27;30;43
0790993A;Maison Familiale Rurale de Vitré;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0790994B;Maison Familiale Rurale de Bouillé-Saint-Paul;NOUVELLE-AQUITAINE;33;nd;nd;nd;33;48;19
0791004M;Maison Familiale Rurale de Bressuire;NOUVELLE-AQUITAINE;74;nd;nd;nd;74;18;8
0791005N;Maison Familiale Rurale SEVREUROPE - Bressuire;NOUVELLE-AQUITAINE;32;78;72;6;32;53;15
0791013X;Maison Familiale Rurale de Mauleon;NOUVELLE-AQUITAINE;68;nd;nd;nd;68;16;16
0791046H;CFA des Deux Sèvres;NOUVELLE-AQUITAINE;41;68;66;1;41;40;19
0791057V;Maison Familiale Rurale de Brioux;NOUVELLE-AQUITAINE;64;nd;nd;nd;64;29;7
0791088D;Centre de formation CCI Deux-Sevres SUP'TG Niort;NOUVELLE-AQUITAINE;62;79;75;5;62;30;8
0791132B;Centre de formation Alternance Sèvre et Vienne;NOUVELLE-AQUITAINE;55;71;69;3;55;32;13
0791168R;Institut supérieur de formation par alternance et continue;NOUVELLE-AQUITAINE;29;nd;nd;nd;29;52;19
0791175Y;Organisme de formation - Centre de formation d'apprentis sanitaire et social Nouvelle Aquitaine;NOUVELLE-AQUITAINE;26;79;71;8;26;59;15
0791189N;Centre de formation continue Les Formations du Marais;NOUVELLE-AQUITAINE;40;72;66;6;40;43;17
0791193T;Organisme de formation - centre de formation d'apprentis AFTRAL 79 de la Crèche;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0791202C;Organisme de formation-Centre de formation d'apprentis de la MACIF Niort;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0801302F;Organisme de formation-Centre de formation d'apprentis de BTP CFA 80 Amiens;HAUTS-DE-FRANCE;52;62;68;-6;52;30;18
0801558J;Organismede formation-Centre de formation d'apprentis d'INTERFOR SIA Amiens;HAUTS-DE-FRANCE;38;62;64;-2;38;38;24
0801629L;Maison Familiale Rurale de Beauquesne;HAUTS-DE-FRANCE;12;43;44;0;12;38;50
0801719J;Maison Familiale Rurale d'Yzengremer;HAUTS-DE-FRANCE;41;68;69;-1;41;40;19
0801720K;Maison Familiale Rurale de Flixecourt;HAUTS-DE-FRANCE;45;82;70;12;45;45;10
0801794R;Maison Familiale Rurale de Villers-Bocage;HAUTS-DE-FRANCE;58;nd;nd;nd;58;26;16
0801967D;Organisme de formation-Centre de formation d'apprentis de l'Economie Sociale et Solidaire de l'Animation et du Sport Amiens;HAUTS-DE-FRANCE;22;68;62;6;22;53;25
0802002S;Organisme de formation-Centre de formation d'apprentis IRFA APISUP à Amiens;HAUTS-DE-FRANCE;76;62;60;2;76;15;9
0802004U;Organisme de formation-Centre de formation d'apprentis de AFTRAL CFA Transport Logistique Hauts de France Longueau;HAUTS-DE-FRANCE;12;74;72;2;12;65;23
0802046P;Maison Familiale Rurale d'Eclusier-Vaux;HAUTS-DE-FRANCE;30;nd;nd;nd;30;43;27
0802078Z;Organisme de formation-Centre de formation d'apprentis CREF pharmacie Amiens;HAUTS-DE-FRANCE;18;87;75;12;18;72;10
0802084F;Organisme de formation-Centre de formation d'apprentis du CF3A Amiens;HAUTS-DE-FRANCE;36;71;73;-2;36;45;19
0802096U;Centre de formation continue Saint-martin;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0802189V;Organisme de formation-Centre de formation d'apprentis de TIRESIAS EFC Amiens;HAUTS-DE-FRANCE;12;61;57;5;12;54;34
0802190W;Organisme de formation-Centre de formation d'apprentis SAS HAIRDRESSER'S ACADEMY Amiens;HAUTS-DE-FRANCE;44;nd;nd;nd;44;44;12
0802195B;Organisme de formation-Centre de formation d'apprentis de ESS-RH Amiens;HAUTS-DE-FRANCE;12;36;48;-12;12;32;56
0802197D;Organisme de formation-Centre de formation d'apprentis AFEC Amiens;HAUTS-DE-FRANCE;7;55;52;4;7;52;41
0802201H;Organisme de formation-Centre de formation d'apprentis Sarl Cookin Amiens;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0802206N;Organisme de formation-Centre de formation d'apprentis Alternance Picardie Amiens;HAUTS-DE-FRANCE;80;nd;nd;nd;nd;nd;nd
0810791V;Organisme de formation - Centre de formation d'apprentis Chambre des métiers du Tarn;OCCITANIE;36;63;65;-2;36;40;24
0811036L;Maison Familiale Rurale de Peyregoux;OCCITANIE;94;nd;nd;nd;nd;nd;nd
0811037M;Maison Familiale Rurale de Gaillac;OCCITANIE;15;41;53;-12;15;35;50
0811106M;Maison Familiale Rurale de Brens;OCCITANIE;21;77;71;6;21;61;18
0811238F;Centre de Formation des familiales rurales;OCCITANIE;23;52;55;-3;23;41;36
0811239G;Organisme de formation - Centre de formation d'apprentis Maurice-Emile-Pezous;OCCITANIE;36;76;75;2;36;49;15
0811343V;CFA du Tarn;OCCITANIE;39;64;65;-1;39;39;22
0811365U;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS ACTION FORMATION 81;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0811366V;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS Institut de formation Roches en Sidobre;OCCITANIE;37;nd;nd;nd;37;52;11
0811370Z;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS EEAM;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0811371A;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS Couzi formation;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0811372B;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS BESTH ACADEMIE;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0820746R;organisme de formation - Centre de formation d'apprentis départemental Ecole des métiers;OCCITANIE;37;63;62;2;37;40;23
0820776Y;Maison Familiale Rurale Sud Agromat d'Escatalens;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0820807G;Centre de formation des apprentis du Tarn-et-Garonne;OCCITANIE;29;62;57;5;29;44;27
0820833K;Greta Midi-Pyrénées Ouest;OCCITANIE;48;70;70;0;48;37;15
0820888V;Maison Familiale Rurale de Moissac;OCCITANIE;28;58;57;1;28;42;30
0820923H;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS STF;OCCITANIE;28;nd;nd;nd;28;40;32
0830662U;Ecole supérieure privée Campus Eductive Toulon-MAESTRIS;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0830704P;Ctre de formation d'apprentis ass. prof. form. prépa. pharmacie;PROVENCE-ALPES-COTE D'AZUR;12;89;84;5;12;78;10
0831136J;Ctre de formation d'apprentis bâtiment TP Toulon;PROVENCE-ALPES-COTE D'AZUR;39;59;67;-8;39;36;25
0831374T;CFA Régional des Métiers et de l'Artisanat Campus du Beausset;PROVENCE-ALPES-COTE D'AZUR;34;64;64;0;34;42;24
0831375U;CFA Régional des Métiers et de l'Artisanat Campus de Saint- Maximin-la-Sainte-Baume;PROVENCE-ALPES-COTE D'AZUR;38;61;63;-2;38;38;24
0831377W;CFA Régional des Métiers et de l'Artisanat Campus des Arcs sur Argens;PROVENCE-ALPES-COTE D'AZUR;36;57;59;-1;36;36;28
0831608X;CFA Régional des Métiers et de l'Artisanat Campus de La Seyne sur Mer - IPFM;PROVENCE-ALPES-COTE D'AZUR;39;59;62;-3;39;36;25
0831662F;Ecole Supérieure Privé ESID;PROVENCE-ALPES-COTE D'AZUR;52;nd;nd;nd;52;10;38
0831664H;Ecole  Supérieure Privée Aristée;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831692N;Ecole Professionnelle privée FORMAPLUS;PROVENCE-ALPES-COTE D'AZUR;64;63;64;-1;64;23;13
0831693P;Ecole supérieure privée FORMAVAR;PROVENCE-ALPES-COTE D'AZUR;43;61;68;-7;43;35;22
0831710H;Organisme de formation-Centre de formation d'apprentis Groupe SOMEFORM-SUP IPGV La Garde;PROVENCE-ALPES-COTE D'AZUR;68;nd;nd;nd;68;19;13
0831738N;Ecole commerce ALPHA Communication Formation - IFASUD;PROVENCE-ALPES-COTE D'AZUR;56;63;69;-5;56;28;16
0831743U;Etablissement d'enseignement à distance Formation et Conseil;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831758K;Organisme de formation-Centre de formation d'apprentis ICADEMIE Toulon;PROVENCE-ALPES-COTE D'AZUR;15;64;60;4;15;55;30
0831759L;Organisme de formation-Centre de formation d'apprentis CEFAA Est Var STELO Formation;PROVENCE-ALPES-COTE D'AZUR;12;52;59;-7;12;45;43
0831760M;Ecole de commerce Acaman;PROVENCE-ALPES-COTE D'AZUR;2;88;76;12;2;86;12
0831762P;Ecole supérieure privée centre de formation en Dracénie;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831765T;Organisme de formation-Centre de formation d'apprentis CAPFORMA CCI du Var Toulon;PROVENCE-ALPES-COTE D'AZUR;40;45;57;-12;40;27;33
0831766U;Organisme de formation-Centre de formation d'apprentis NEOSPHERE Six Fours;PROVENCE-ALPES-COTE D'AZUR;44;61;58;3;44;34;22
0831769X;Organisme de formation-Centre de formation d'apprentis B2H83 MY BS - MY BT Fréjus;PROVENCE-ALPES-COTE D'AZUR;32;52;64;-12;32;35;33
0831770Y;Organisme de formation-Centre de formation d'apprentis B2H83 La Valette du Var;PROVENCE-ALPES-COTE D'AZUR;50;55;64;-10;50;27;23
0831771Z;Organisme de formation-Centre de formation d'apprentis Fabrik tête d'affiche Fréjus;PROVENCE-ALPES-COTE D'AZUR;56;nd;nd;nd;56;14;30
0831775D;Organisme de formation-Centre de formation d'apprentis OPTIMA Toulon;PROVENCE-ALPES-COTE D'AZUR;50;nd;nd;nd;50;36;14
0831779H;Organisme de formation-Centre de formation d'apprentis AFTRAL TL CFA Brignoles;PROVENCE-ALPES-COTE D'AZUR;10;64;76;-11;10;58;32
0831780J;Organisme de formation-Centre de formation d'apprentis Institut de formation des établissements touristiques et hôteliers Puget sur Argens;PROVENCE-ALPES-COTE D'AZUR;10;54;59;-4;10;49;41
0831781K;Organisme de formation-Centre de formation d'apprentis TKL Forma CFA des 3 CAPS La Croix Valmer;PROVENCE-ALPES-COTE D'AZUR;40;nd;nd;nd;40;35;25
0831794Z;Organisme de formation-Centre de formation d'apprentis PERFORMA Saint-Raphaël;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831796B;Organisme de formation-Centre de formation d'apprentis IESCCI Business School Toulon;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831797C;Organisme de formation-Centre de formation d'apprentis Elite forma academy EFA Toulon;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831803J;Organisme de formation-Centre de formation d'apprentis ESAD Toulon;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0840526R;OF CFA FLORENTIN MOURET;PROVENCE-ALPES-COTE D'AZUR;40;61;67;-6;40;37;23
0840709P;OF-CFA CCI de Vaucluse;PROVENCE-ALPES-COTE D'AZUR;29;67;71;-5;29;48;23
0840733R;OF-CFA Régional des Métiers et de l'Artisanat Campus d'Avignon;PROVENCE-ALPES-COTE D'AZUR;39;65;66;-1;39;39;22
0840765A;Maison Familiale Rurale de Richerenches;PROVENCE-ALPES-COTE D'AZUR;24;nd;nd;nd;24;43;33
0840787Z;Maison Familiale Rurale de Monteux;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0840796J;Maison Familiale Rurale de La Tour-d'Aigues;PROVENCE-ALPES-COTE D'AZUR;10;nd;nd;nd;10;67;23
0840800N;FC La Bastide des Jourdans;PROVENCE-ALPES-COTE D'AZUR;35;54;61;-6;35;35;30
0840866K;Greta-CFA Vaucluse;PROVENCE-ALPES-COTE D'AZUR;45;63;67;-5;45;34;21
0841035U;CFA Institut de Formation des Industries Agro-alimentaires IFRIA Sud PACA;PROVENCE-ALPES-COTE D'AZUR;52;81;70;10;52;39;9
0841037W;OF-CFA A.P.I. 84 Nextech;PROVENCE-ALPES-COTE D'AZUR;52;71;71;0;52;34;14
0841173U;Institut Formation Conseil Avignon;PROVENCE-ALPES-COTE D'AZUR;61;63;67;-4;61;25;14
0841203B;MFREO du Haut Vaucluse;PROVENCE-ALPES-COTE D'AZUR;32;57;68;-11;32;39;29
0841204C;PROVENCE FORMATION ERUDIS;PROVENCE-ALPES-COTE D'AZUR;34;57;64;-7;34;38;28
0841206E;OGEC VINCENT DE PAUL;PROVENCE-ALPES-COTE D'AZUR;33;74;64;10;33;49;18
0841207F;TREMPLIN 84;PROVENCE-ALPES-COTE D'AZUR;57;71;71;1;57;31;12
0841224Z;Centre de formation continue les Chênes;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0841231G;A.F.T.E.C;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0841232H;Académie de Formation et Training Esthétique Coiffure;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0841233J;BOSS FORMATION - SOLUTYS;PROVENCE-ALPES-COTE D'AZUR;24;51;61;-10;24;39;37
0841235L;OF-CFA IRON BODYFIT ACADEMY;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0850153E;Site de formation d'apprentis de l'URMA Vendée - La Roche-sur-Yon;PAYS DE LA LOIRE;50;77;71;5;50;38;12
0851196N;Organisme de formation-Centre de formation d'apprentis de NOVEHA - Montaigu;PAYS DE LA LOIRE;9;90;80;10;9;81;10
0851222S;Maison Familiale Rurale de Saint-Gilles-Croix-de-Vie;PAYS DE LA LOIRE;40;74;69;5;40;44;16
0851223T;Maison Familiale Rurale de La Mothe-Achard;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851227X;Maison Familiale Rurale de Mouilleron-en-Pareds;PAYS DE LA LOIRE;42;88;79;10;42;51;7
0851232C;Maison Familiale Rurale de Mareuil-sur-Lay-Dissais;PAYS DE LA LOIRE;54;77;80;-3;54;36;10
0851233D;Maison Familiale Rurale de Venansault;PAYS DE LA LOIRE;49;86;76;10;49;44;7
0851235F;Maison Familiale Rurale de Saint-Fulgent;PAYS DE LA LOIRE;43;76;69;7;43;43;14
0851236G;Maison Familiale Rurale de Challans;PAYS DE LA LOIRE;23;nd;nd;nd;23;59;18
0851238J;Maison Familiale Rurale de Saint-Jean-de-Monts;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851252Z;Maison Familiale Rurale de Les Herbiers;PAYS DE LA LOIRE;21;85;79;5;21;67;12
0851253A;Maison Familiale Rurale de Saint-Florent-des-Bois;PAYS DE LA LOIRE;33;86;78;8;33;58;9
0851286L;Maison Familiale Rurale de L'Herbergement;PAYS DE LA LOIRE;40;61;64;-3;40;37;23
0851287M;Maison Familiale Rurale de Pouzauges;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851306H;Maison Familiale Rurale de Saint-Martin;PAYS DE LA LOIRE;65;nd;nd;nd;65;23;12
0851307J;Maison Familiale Rurale de Bournezeau;PAYS DE LA LOIRE;18;63;71;-8;18;51;31
0851308K;Maison Familiale Rurale de Vouvant;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851309L;Maison Familiale Rurale de Chantonnay;PAYS DE LA LOIRE;5;nd;nd;nd;5;50;45
0851313R;GRETA-CFA de Vendée;PAYS DE LA LOIRE;32;76;76;0;32;51;17
0851345A;Organisme de formation-Centre de formation d'apprentis des maisons familiales de Vendée;PAYS DE LA LOIRE;49;75;71;4;49;38;13
0851372E;CFA La Roche sur Yon;PAYS DE LA LOIRE;48;80;68;12;48;41;11
0851403N;Centre de formation institut de formation commerce et métiers;PAYS DE LA LOIRE;50;70;71;-1;50;35;15
0851412Y;Organisme de formation-Centre de formation d'apprentis de BTP CFA Vendée - BTP CFA Pays de Loire - La Roche-sur-Yon;PAYS DE LA LOIRE;52;80;74;6;52;39;9
0851436Z;Organisme de formation-Centre de formation d'apprentis de la MFR Saint Michel Mont Mercure - SEVREMONT;PAYS DE LA LOIRE;55;73;71;2;55;33;12
0851461B;Ecole supérieure de l'alternance - La Roche sur Yon;PAYS DE LA LOIRE;36;77;70;8;36;49;15
0851497R;Ecole des formations maritimes;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851537J;Organisme de formation-Centre de formation d'apprentis de l'enseignement catholique de vendée - La Roche sur Yon;PAYS DE LA LOIRE;48;81;77;5;48;42;10
0851556E;Maison Familiale Rurale de Château-d'Olonne;PAYS DE LA LOIRE;35;59;68;-9;35;38;27
0851589R;Maison Familiale Rurale de Talmont-Saint-Hilaire;PAYS DE LA LOIRE;76;91;79;12;76;22;2
0851590S;Maison Familiale Rurale de Les Herbiers;PAYS DE LA LOIRE;45;70;61;9;45;39;16
0851635R;Groupe Alternance La Roche-sur-Yon;PAYS DE LA LOIRE;34;86;74;12;34;56;10
0851663W;OF CFA La Guyonnière;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851679N;Centre de Formation et de Promotion;PAYS DE LA LOIRE;6;56;66;-10;6;53;41
0851688Y;Organisme de formation-Centre de formation d'apprentis de AFTRAL LES HERBIERS;PAYS DE LA LOIRE;0;90;82;8;0;90;10
0851690A;Organisme de formation-Centre de formation d'apprentis de Centre d'Etudes et d'Action Sociale de Vendée - La Roche-sur-Yon;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851692C;Site de formation d'apprentis de IRSS SPORT - Les Sables d'Olonne;PAYS DE LA LOIRE;7;76;65;11;7;70;23
0860058W;Centre de ressources, d'expertise et de performance sportive de Poitiers;NOUVELLE-AQUITAINE;34;81;69;12;34;54;12
0860841X;Site de formation d'apprentis du Campus des Métiers de la Vienne;NOUVELLE-AQUITAINE;53;72;70;2;53;34;13
0860845B;Organisme de formation - Centre de Formation d'Apprentis BTP CFA de la Vienne;NOUVELLE-AQUITAINE;45;76;72;4;45;42;13
0860995P;Organisme de formation - Centre de formation d'apprentis de la Chambre de Commerce et d'industrie de Poitiers;NOUVELLE-AQUITAINE;30;72;69;3;30;51;19
0861131M;Maison Familiale Rurale de Gencay;NOUVELLE-AQUITAINE;32;nd;nd;nd;32;50;18
0861145C;Maison Familiale Rurale de Chauvigny;NOUVELLE-AQUITAINE;33;46;58;-12;33;31;36
0861219H;CFA de la Vienne;NOUVELLE-AQUITAINE;37;68;70;-2;37;43;20
0861231W;Organisme de formation - Centre de formation d'apprentis AFTRAL 86;NOUVELLE-AQUITAINE;27;68;72;-4;27;50;23
0861252U;Centre de Plein Air MJC Lathus;NOUVELLE-AQUITAINE;23;71;60;10;23;55;22
0861253V;Organisme de formation - Centre de Formation d'Apprentis industriel Poitou-Charentes;NOUVELLE-AQUITAINE;35;74;76;-2;35;48;17
0861294P;Institut supérieur de formation par alternance et continue ISFAC;NOUVELLE-AQUITAINE;47;79;71;9;47;42;11
0861327A;ALTERNANCE FORMATION COMMUNICATION;NOUVELLE-AQUITAINE;48;68;70;-2;48;35;17
0861360L;Organisme de formation - Centre de formation d'apprentis Isaac de l'Etoile;NOUVELLE-AQUITAINE;30;73;73;0;30;51;19
0861416X;Organisme de formation - Centre de formation d'apprentis Sup Nouvelle Aquitaine;NOUVELLE-AQUITAINE;73;70;67;2;73;19;8
0861419A;Organisme de formation - Centre de formation d'apprentis Académique de Poitiers;NOUVELLE-AQUITAINE;34;70;75;-5;34;47;19
0861423E;centre de formation d'apprentis regional des MFR;NOUVELLE-AQUITAINE;47;72;62;11;47;38;15
0861437V;Ecole des métiers du commerce et du management IDAIC;NOUVELLE-AQUITAINE;51;75;71;4;51;37;12
0861438W;Greta Poitou-Charentes;NOUVELLE-AQUITAINE;0;79;67;12;0;79;21
0861454N;Organisme de formation-Centre de formation d'apprentis de Act'In Campus Pro Chasseneuil du Poitou;NOUVELLE-AQUITAINE;15;64;56;8;15;54;31
0870606L;CFA ESPACE GALIEN 87;NOUVELLE-AQUITAINE;11;91;85;6;11;81;8
0870623E;FEDERATION COMPAGNONIQUE DES METIERS DU BATIMENT LIMOGES;NOUVELLE-AQUITAINE;46;59;71;-12;46;32;22
0870634S;unec87 MAISON DE LA COIFFURE;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0870767L;UFAI TURGOT;NOUVELLE-AQUITAINE;21;82;79;3;21;65;14
0870773T;CFA MOULIN RABAUD;NOUVELLE-AQUITAINE;51;74;69;5;51;36;13
0870875D;Maison Familiale Rurale de Beynac;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0870974L;CFA de la Haute Vienne;NOUVELLE-AQUITAINE;34;59;63;-4;34;39;27
0870987A;BTP CFA NOUVELLE AQUITAINE LIMOGES;NOUVELLE-AQUITAINE;45;78;70;8;45;43;12
0875017F;CFA ENS SUPERIEUR REGION LIMOUSIN;NOUVELLE-AQUITAINE;67;64;65;-1;67;21;12
0875030V;CFA de la céramique;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0875084D;CTRE DE FORMATION D'APPRENTIS DE L'ACADEMIE DE LIMOGES;NOUVELLE-AQUITAINE;36;67;69;-2;36;42;22
0875094P;Organisme de formation-Centre de formation d'apprentis de AFTRAL LE PALAIS SUR VIENNE;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0875095R;ORGANISME DE FORMATION-CENTRE DE FORMATION D'APPRENTIS DE ALTERNANCE LIMOUSIN LIMOGES;NOUVELLE-AQUITAINE;13;81;71;10;13;71;16
0881104X;Site de formation d apprentis de la CMA Grand Est d'Epinal;GRAND EST;49;68;65;4;49;35;16
0881269B;Organisme de formation-Centre de formation d'apprentis BTP CFA Vosges d'Arches;GRAND EST;41;67;67;0;41;39;20
0881449X;Maison Familiale Rurale de Ramonchamp;GRAND EST;26;60;65;-5;26;44;30
0881450Y;Maison Familiale Rurale de Saint-Dié / la Porte d'Alsace;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0881493V;Organisme de formation-Centre de formation d'apprentis Papetier de Gérardmer;GRAND EST;19;86;80;6;19;70;11
0881529J;Greta Lorraine Sud;GRAND EST;33;67;69;-2;33;44;23
0881547D;Maison Familiale Rurale de Bulgneville;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0881578M;CFA de Roville aux chênes;GRAND EST;41;65;68;-3;41;38;21
