n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0060028Y;Lycée professionnel Paul Valéry - Lycée des métiers de la restauration;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0060028Y;Lycée professionnel Paul Valéry - Lycée des métiers de la restauration;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;28;35;-7;46;15;39
0060028Y;Lycée professionnel Paul Valéry - Lycée des métiers de la restauration;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;47;28;34;-6;47;15;38
0060029Z;Lycée général et technologique Parc Imperial;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;51;70;66;4;51;34;15
0060029Z;Lycée général et technologique Parc Imperial;PROVENCE-ALPES-COTE D'AZUR;ensemble;58;57;59;-2;58;24;18
0060029Z;Lycée général et technologique Parc Imperial;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;59;53;57;-3;59;22;19
0060031B;Lycée général et technologique Albert Calmette;PROVENCE-ALPES-COTE D'AZUR;ensemble;44;45;57;-12;44;25;31
0060033D;Lycée polyvalent Honoré d'Estienne d'Orves;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;51;68;73;-4;51;34;15
0060033D;Lycée polyvalent Honoré d'Estienne d'Orves;PROVENCE-ALPES-COTE D'AZUR;ensemble;58;54;54;0;58;23;19
0060033D;Lycée polyvalent Honoré d'Estienne d'Orves;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;59;52;51;1;59;21;20
0060034E;Lycée polyvalent hôtelier Tourisme Paul Augier - Lycée des métiers de l'hôtellerie et du tourisme;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;28;53;59;-6;28;38;34
0060034E;Lycée polyvalent hôtelier Tourisme Paul Augier - Lycée des métiers de l'hôtellerie et du tourisme;PROVENCE-ALPES-COTE D'AZUR;ensemble;41;54;58;-3;41;32;27
0060034E;Lycée polyvalent hôtelier Tourisme Paul Augier - Lycée des métiers de l'hôtellerie et du tourisme;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;46;55;57;-2;46;30;24
0060038J;Lycée professionnel Vauban;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;29;66;55;11;29;47;24
0060038J;Lycée professionnel Vauban;PROVENCE-ALPES-COTE D'AZUR;ensemble;34;33;38;-6;34;22;44
0060038J;Lycée professionnel Vauban;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;35;23;34;-10;35;15;50
0060040L;Lycée professionnel Louis Pasteur;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0060040L;Lycée professionnel Louis Pasteur;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;33;34;0;50;16;34
0060040L;Lycée professionnel Louis Pasteur;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;51;32;33;-1;51;16;33
0060042N;Lycée professionnel Les Palmiers;PROVENCE-ALPES-COTE D'AZUR;ensemble;41;42;36;6;41;25;34
0060043P;Lycée professionnel Magnan - Lycée des métiers des soins et services à la personne;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0060043P;Lycée professionnel Magnan - Lycée des métiers des soins et services à la personne;PROVENCE-ALPES-COTE D'AZUR;ensemble;48;32;36;-4;48;17;35
0060043P;Lycée professionnel Magnan - Lycée des métiers des soins et services à la personne;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;48;32;36;-4;48;17;35
0060075Z;Lycée général et technologique Les Eucalyptus;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;30;nd;nd;nd;30;52;18
0060075Z;Lycée général et technologique Les Eucalyptus;PROVENCE-ALPES-COTE D'AZUR;ensemble;42;61;57;4;42;35;23
0060075Z;Lycée général et technologique Les Eucalyptus;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;44;58;55;4;44;33;23
0060082G;Lycée professionnel Les Eucalyptus                 Lycée des sciences appliquées aux métiers de l'Industrie;PROVENCE-ALPES-COTE D'AZUR;ensemble;59;28;38;-10;59;12;29
0060670W;Lycée général et technologique privé Sainte Marie;PROVENCE-ALPES-COTE D'AZUR;ensemble;39;33;45;-12;39;20;41
0060673Z;Lycée général et technologique privé Stanislas;PROVENCE-ALPES-COTE D'AZUR;ensemble;72;nd;nd;nd;72;15;13
0060674A;Lycée général et technologique privé Fénélon;PROVENCE-ALPES-COTE D'AZUR;ensemble;62;nd;nd;nd;62;20;18
0060677D;Lycée général et technologique privé Sasserno;PROVENCE-ALPES-COTE D'AZUR;ensemble;44;67;59;8;44;37;19
0060715V;Lycée professionnel privé La Providence;PROVENCE-ALPES-COTE D'AZUR;ensemble;40;32;36;-4;40;19;41
0060735S;Lycée technologique privé Les Fauvettes;PROVENCE-ALPES-COTE D'AZUR;ensemble;48;nd;nd;nd;48;22;30
0060750H;Lycée polyvalent privé Institution Saint Joseph Carnolés;PROVENCE-ALPES-COTE D'AZUR;ensemble;69;nd;nd;nd;69;2;29
0060774J;Lycée polyvalent privé Saint Joseph;PROVENCE-ALPES-COTE D'AZUR;ensemble;51;40;52;-12;51;20;29
0060776L;Lycée professionnel privé Saint Vincent de Paul - Lycée des métiers du tertiaire;PROVENCE-ALPES-COTE D'AZUR;ensemble;56;38;39;-1;56;17;27
0061394H;Lycée professionnel privé Les Fauvettes;PROVENCE-ALPES-COTE D'AZUR;ensemble;56;37;41;-4;56;16;28
0061462G;Lycée professionnel privé Don Bosco - Lycée des métiers de la maintenance industrielle et industrie graphique;PROVENCE-ALPES-COTE D'AZUR;ensemble;57;44;40;4;57;19;24
0061478Z;Lycée polyvalent Léonard de Vinci - Lycée des métiers du bâtiment et travaux publics;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;38;72;78;-5;38;45;17
0061478Z;Lycée polyvalent Léonard de Vinci - Lycée des métiers du bâtiment et travaux publics;PROVENCE-ALPES-COTE D'AZUR;ensemble;51;68;60;9;51;34;15
0061478Z;Lycée polyvalent Léonard de Vinci - Lycée des métiers du bâtiment et travaux publics;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;53;67;55;12;53;32;15
0061561P;Lycée professionnel Alfred Hutinel - lycée des métiers des énergies électriques;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0061561P;Lycée professionnel Alfred Hutinel - lycée des métiers des énergies électriques;PROVENCE-ALPES-COTE D'AZUR;ensemble;41;46;43;2;41;27;32
0061561P;Lycée professionnel Alfred Hutinel - lycée des métiers des énergies électriques;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;41;45;42;2;41;26;33
0061635V;Lycée professionnel Auguste Escoffier;PROVENCE-ALPES-COTE D'AZUR;ensemble;39;41;36;5;39;25;36
0061691F;Lycée général et technologique Thierry Maulnier - Lycée des métiers de la chimie;PROVENCE-ALPES-COTE D'AZUR;ensemble;64;nd;nd;nd;64;18;18
0061760F;Lycée général et technologique Alexis de Tocqueville;PROVENCE-ALPES-COTE D'AZUR;ensemble;31;52;59;-7;31;36;33
0061763J;Lycée général et technologique Guillaume Apollinaire;PROVENCE-ALPES-COTE D'AZUR;ensemble;40;50;51;-1;40;30;30
0061987C;Lycée polyvalent de la Montagne;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;43;43;0;50;21;29
0070001N;Lycée polyvalent public Boissy d'Anglas - Lycée des métiers de l'énergie et de ses utilisations;AUVERGNE-RHONE-ALPES;dont apprentis;39;63;71;-9;39;39;22
0070001N;Lycée polyvalent public Boissy d'Anglas - Lycée des métiers de l'énergie et de ses utilisations;AUVERGNE-RHONE-ALPES;ensemble;36;60;54;6;36;38;26
0070001N;Lycée polyvalent public Boissy d'Anglas - Lycée des métiers de l'énergie et de ses utilisations;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;34;59;47;12;34;38;28
0070002P;Lycée professionnel Joseph et Etienne De Montgolfier;AUVERGNE-RHONE-ALPES;ensemble;47;39;38;1;47;21;32
0070003R;Lycée polyvalent Marcel Gimond;AUVERGNE-RHONE-ALPES;ensemble;50;53;50;3;50;27;23
0070004S;Lycée polyvalent Astier;AUVERGNE-RHONE-ALPES;ensemble;50;38;36;2;50;19;31
0070009X;Lycée professionnel Léon Pavin;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0070009X;Lycée professionnel Léon Pavin;AUVERGNE-RHONE-ALPES;ensemble;53;47;41;6;53;22;25
0070009X;Lycée professionnel Léon Pavin;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;53;44;39;5;53;21;26
0070016E;Lycée professionnel hôtelier - Lycée des  métiers de l'hôtellerie et de la restauration innovante;AUVERGNE-RHONE-ALPES;dont apprentis;18;37;49;-12;18;30;52
0070016E;Lycée professionnel hôtelier - Lycée des  métiers de l'hôtellerie et de la restauration innovante;AUVERGNE-RHONE-ALPES;ensemble;28;38;50;-11;28;28;44
0070016E;Lycée professionnel hôtelier - Lycée des  métiers de l'hôtellerie et de la restauration innovante;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;32;39;40;0;32;26;42
0070021K;Lycée polyvalent Vincent d'Indy;AUVERGNE-RHONE-ALPES;ensemble;44;35;46;-11;44;20;36
0070029U;Lycée polyvalent Gabriel Faure - Lycée des métiers du commerce et des services;AUVERGNE-RHONE-ALPES;ensemble;57;56;55;1;57;24;19
0070031W;Lycée professionnel Marius Bouvier;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0070031W;Lycée professionnel Marius Bouvier;AUVERGNE-RHONE-ALPES;ensemble;53;53;47;7;53;25;22
0070031W;Lycée professionnel Marius Bouvier;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;56;49;41;8;56;22;22
0070064G;Lycée polyvalent privé Jules Froment;AUVERGNE-RHONE-ALPES;ensemble;52;nd;nd;nd;52;30;18
0070071P;Lycée polyvalent privé Sacré Coeur;AUVERGNE-RHONE-ALPES;ensemble;56;50;55;-5;56;22;22
0070100W;Lycée professionnel privé Marc Séguin;AUVERGNE-RHONE-ALPES;ensemble;64;50;49;1;64;18;18
0070107D;Lycée professionnel privé Marie Rivier;AUVERGNE-RHONE-ALPES;ensemble;64;43;42;1;64;16;20
0070112J;Lycée professionnel privé Saint André;AUVERGNE-RHONE-ALPES;ensemble;61;37;36;1;61;14;25
0070114L;Lycée professionnel privé Notre Dame - Lycée des métiers du travail social et de la santé;AUVERGNE-RHONE-ALPES;ensemble;29;36;35;0;29;25;46
0070115M;Lycée professionnel privé Jules Froment - Lycée des métiers de la relation dans le commerce, les services, la santé et le social;AUVERGNE-RHONE-ALPES;ensemble;63;33;34;-2;63;12;25
0071126L;Lycée général et technologique privé Saint Denis;AUVERGNE-RHONE-ALPES;ensemble;58;62;64;-2;58;26;16
0071351F;Lycée polyvalent Xavier Mallet;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0071351F;Lycée polyvalent Xavier Mallet;AUVERGNE-RHONE-ALPES;ensemble;57;45;45;0;57;19;24
0071351F;Lycée polyvalent Xavier Mallet;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;57;44;45;0;57;19;24
0071397F;Lycée polyvalent;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0071397F;Lycée polyvalent;AUVERGNE-RHONE-ALPES;ensemble;77;nd;nd;nd;77;8;15
0071397F;Lycée polyvalent;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;80;nd;nd;nd;80;8;12
0080007P;Lycée général et technologique Sévigné;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0080007P;Lycée général et technologique Sévigné;GRAND EST;ensemble;43;49;52;-3;43;28;29
0080007P;Lycée général et technologique Sévigné;GRAND EST;dont élèves en voie pro sco;42;49;52;-3;42;28;30
0080008R;Lycée polyvalent François Bazin - Lycée des métiers des technologies industrielles et de l'énergie;GRAND EST;dont apprentis;34;68;80;-12;34;45;21
0080008R;Lycée polyvalent François Bazin - Lycée des métiers des technologies industrielles et de l'énergie;GRAND EST;ensemble;43;51;60;-9;43;29;28
0080008R;Lycée polyvalent François Bazin - Lycée des métiers des technologies industrielles et de l'énergie;GRAND EST;dont élèves en voie pro sco;45;44;52;-8;45;24;31
0080010T;Lycée professionnel Simone Veil - Lycée des métiers des services à la personne, aux organisations administratives et commerciales;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0080010T;Lycée professionnel Simone Veil - Lycée des métiers des services à la personne, aux organisations administratives et commerciales;GRAND EST;ensemble;48;24;33;-9;48;13;39
0080010T;Lycée professionnel Simone Veil - Lycée des métiers des services à la personne, aux organisations administratives et commerciales;GRAND EST;dont élèves en voie pro sco;48;24;33;-9;48;13;39
0080027L;Lycée général et technologique Monge;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0080027L;Lycée général et technologique Monge;GRAND EST;ensemble;46;46;50;-4;46;25;29
0080027L;Lycée général et technologique Monge;GRAND EST;dont élèves en voie pro sco;46;46;49;-4;46;25;29
0080028M;Lycée professionnel Charles de Gonzague - Lycée des métiers de l'habitat;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0080028M;Lycée professionnel Charles de Gonzague - Lycée des métiers de l'habitat;GRAND EST;ensemble;53;35;30;5;53;16;31
0080028M;Lycée professionnel Charles de Gonzague - Lycée des métiers de l'habitat;GRAND EST;dont élèves en voie pro sco;54;31;27;4;54;14;32
0080039Z;Lycée polyvalent Paul Verlaine;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0080039Z;Lycée polyvalent Paul Verlaine;GRAND EST;ensemble;57;28;35;-7;57;12;31
0080039Z;Lycée polyvalent Paul Verlaine;GRAND EST;dont élèves en voie pro sco;56;27;34;-7;56;12;32
0080040A;Lycée polyvalent Jean Moulin;GRAND EST;ensemble;50;29;28;1;50;15;35
0080045F;Lycée général et technologique Pierre Bayle;GRAND EST;ensemble;44;61;56;5;44;34;22
0080047H;Lycée professionnel Jean-Baptiste Clément - Lycée des métiers de l'automobile et de l'industrie;GRAND EST;dont apprentis;44;70;68;2;44;39;17
0080047H;Lycée professionnel Jean-Baptiste Clément - Lycée des métiers de l'automobile et de l'industrie;GRAND EST;ensemble;55;52;47;5;55;23;22
0080047H;Lycée professionnel Jean-Baptiste Clément - Lycée des métiers de l'automobile et de l'industrie;GRAND EST;dont élèves en voie pro sco;60;42;36;6;60;17;23
0080048J;Lycée professionnel Le Château;GRAND EST;ensemble;47;22;31;-9;47;12;41
0080082W;Lycée polyvalent privé Saint Paul;GRAND EST;ensemble;72;29;35;-6;72;8;20
0080093H;Lycée professionnel privé Jeanne d'Arc;GRAND EST;ensemble;52;36;33;3;52;17;31
0081047V;Lycée polyvalent Bazeilles - Lycée des métiers de l'hôtellerie-restauration et du tourisme;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0081047V;Lycée polyvalent Bazeilles - Lycée des métiers de l'hôtellerie-restauration et du tourisme;GRAND EST;ensemble;51;59;56;2;51;29;20
0081047V;Lycée polyvalent Bazeilles - Lycée des métiers de l'hôtellerie-restauration et du tourisme;GRAND EST;dont élèves en voie pro sco;52;59;56;3;52;29;19
0090002D;Lycée général et technologique Gabriel Fauré;OCCITANIE;ensemble;35;63;60;3;35;41;24
0090003E;Lycée professionnel Jean Durroux;OCCITANIE;ensemble;56;41;37;4;56;18;26
0090006H;Lycée professionnel Joseph Marie Jacquard - Lycée des métiers des stations pyrénéennes;OCCITANIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0090006H;Lycée professionnel Joseph Marie Jacquard - Lycée des métiers des stations pyrénéennes;OCCITANIE;ensemble;53;36;41;-5;53;17;30
0090006H;Lycée professionnel Joseph Marie Jacquard - Lycée des métiers des stations pyrénéennes;OCCITANIE;dont élèves en voie pro sco;54;38;41;-3;54;18;28
0090013R;Lycée polyvalent Mirepoix;OCCITANIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0090013R;Lycée polyvalent Mirepoix;OCCITANIE;ensemble;59;43;48;-5;59;18;23
0090013R;Lycée polyvalent Mirepoix;OCCITANIE;dont élèves en voie pro sco;60;41;46;-5;60;16;24
0090015T;Lycée polyvalent Pyrène;OCCITANIE;dont apprentis;35;nd;nd;nd;35;55;10
0090015T;Lycée polyvalent Pyrène;OCCITANIE;ensemble;53;59;53;6;53;28;19
0090015T;Lycée polyvalent Pyrène;OCCITANIE;dont élèves en voie pro sco;55;56;50;5;55;25;20
0090018W;Lycée général du Couserans;OCCITANIE;ensemble;39;nd;nd;nd;39;29;32
0090019X;Lycée professionnel Aristide Bergès - Lycée des métiers bâtiment, habitat dans le développement durable;OCCITANIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0090019X;Lycée professionnel Aristide Bergès - Lycée des métiers bâtiment, habitat dans le développement durable;OCCITANIE;ensemble;67;55;47;9;67;18;15
0090019X;Lycée professionnel Aristide Bergès - Lycée des métiers bâtiment, habitat dans le développement durable;OCCITANIE;dont élèves en voie pro sco;72;52;40;12;72;15;13
0090020Y;Lycée professionnel François Camel - Lycée des métiers restauration et services à la personne;OCCITANIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0090020Y;Lycée professionnel François Camel - Lycée des métiers restauration et services à la personne;OCCITANIE;ensemble;47;36;41;-5;47;19;34
0090020Y;Lycée professionnel François Camel - Lycée des métiers restauration et services à la personne;OCCITANIE;dont élèves en voie pro sco;49;31;38;-7;49;16;35
0090024C;Lycée professionnel Dr Philippe Tissié - Lycée des métiers maintenance des engins mécaniques;OCCITANIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0090024C;Lycée professionnel Dr Philippe Tissié - Lycée des métiers maintenance des engins mécaniques;OCCITANIE;ensemble;60;52;50;2;60;21;19
0090024C;Lycée professionnel Dr Philippe Tissié - Lycée des métiers maintenance des engins mécaniques;OCCITANIE;dont élèves en voie pro sco;61;54;48;6;61;21;18
0090045A;Lycée professionnel privé Les Jacobins;OCCITANIE;ensemble;59;33;40;-7;59;14;27
0090481Z;Etablissement régional d'enseignement adapté Guy Villeroux;OCCITANIE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0090481Z;Etablissement régional d'enseignement adapté Guy Villeroux;OCCITANIE;ensemble;48;46;39;7;48;24;28
0090481Z;Etablissement régional d'enseignement adapté Guy Villeroux;OCCITANIE;dont élèves en voie pro sco;50;nd;nd;nd;50;16;34
0100003Z;Lycée polyvalent Gaston Bachelard;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0100003Z;Lycée polyvalent Gaston Bachelard;GRAND EST;ensemble;59;44;37;6;59;18;23
0100003Z;Lycée polyvalent Gaston Bachelard;GRAND EST;dont élèves en voie pro sco;57;43;36;7;57;18;25
0100004A;Lycée professionnel Val Moré - Lycée des métiers de la maintenance des matériels agricoles et de travaux publics;GRAND EST;dont apprentis;36;88;86;2;36;56;8
0100004A;Lycée professionnel Val Moré - Lycée des métiers de la maintenance des matériels agricoles et de travaux publics;GRAND EST;ensemble;41;62;57;5;41;37;22
0100004A;Lycée professionnel Val Moré - Lycée des métiers de la maintenance des matériels agricoles et de travaux publics;GRAND EST;dont élèves en voie pro sco;42;56;50;6;42;33;25
0100015M;Lycée général et technologique F. et I. Joliot Curie;GRAND EST;ensemble;7;55;58;-3;7;51;42
0100016N;Lycée professionnel Denis Diderot;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0100016N;Lycée professionnel Denis Diderot;GRAND EST;ensemble;48;30;33;-2;48;16;36
0100016N;Lycée professionnel Denis Diderot;GRAND EST;dont élèves en voie pro sco;48;30;32;-2;48;16;36
0100022V;Lycée général et technologique Chrestien de Troyes;GRAND EST;dont apprentis;38;nd;nd;nd;38;38;24
0100022V;Lycée général et technologique Chrestien de Troyes;GRAND EST;ensemble;41;65;60;5;41;38;21
0100022V;Lycée général et technologique Chrestien de Troyes;GRAND EST;dont élèves en voie pro sco;42;66;60;6;42;38;20
0100023W;Lycée polyvalent Marie de Champagne;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0100023W;Lycée polyvalent Marie de Champagne;GRAND EST;ensemble;56;46;48;-2;56;20;24
0100023W;Lycée polyvalent Marie de Champagne;GRAND EST;dont élèves en voie pro sco;56;46;48;-3;56;20;24
0100025Y;Lycée polyvalent Les Lombards;GRAND EST;dont apprentis;35;58;67;-10;35;38;27
0100025Y;Lycée polyvalent Les Lombards;GRAND EST;ensemble;47;40;46;-5;47;21;32
